"item","state","urbanRural","centre","date","volatilityRank","position","column","position1","position2"
"Cement Dangote","Lagos","Rural","Oyadiran mkt mainland lga",2010-12-01,3,19,1,0,8
"Cement Dangote","Lagos","Rural","Oyadiran mkt mainland lga",2011-06-01,2,29,1,0,13
"Cement Dangote","Lagos","Rural","Oyadiran mkt mainland lga",2011-12-01,5,29,1,0,13
"Cement Dangote","Lagos","Rural","Oyadiran mkt mainland lga",2012-06-01,4,29,1,0,13
"Cement Dangote","Lagos","Rural","Oyadiran mkt mainland lga",2012-12-01,4,19,1,0,8
"Cement Dangote","Lagos","Urban","Sangrouse",2010-06-01,3,8,1,0,4
"Cement Dangote","Lagos","Urban","Sangrouse",2010-12-01,2,9,1,0,4
"Cement Dangote","Lagos","Urban","Sangrouse",2011-06-01,2,30,1,0,14
"Cement Dangote","Lagos","Urban","Sangrouse",2011-12-01,5,30,1,0,14
"Cement Dangote","Lagos","Urban","Sangrouse",2012-06-01,4,30,1,0,14
"Cement Dangote","Lagos","Urban","Sangrouse",2012-12-01,3,11,1,0,5
"Cement Dangote","Lagos","Rural","Second gate mkt Etiosa lga",2010-06-01,4,20,1,0,9
"Cement Dangote","Lagos","Rural","Second gate mkt Etiosa lga",2010-12-01,3,20,1,0,9
"Cement Dangote","Lagos","Rural","Second gate mkt Etiosa lga",2011-06-01,2,31,1,0,15
"Cement Dangote","Lagos","Rural","Second gate mkt Etiosa lga",2011-12-01,5,31,1,0,15
"Cement Dangote","Lagos","Rural","Second gate mkt Etiosa lga",2012-06-01,4,31,1,0,15
"Cement Dangote","Lagos","Rural","Second gate mkt Etiosa lga",2012-12-01,4,20,1,0,9
"Cement Dangote","Lagos","Rural","sawmill mkt Ikorodu lga",2010-06-01,4,21,1,0,10
"Cement Dangote","Lagos","Rural","sawmill mkt Ikorodu lga",2010-12-01,3,21,1,0,10
"Cement Dangote","Lagos","Rural","sawmill mkt Ikorodu lga",2011-06-01,2,32,1,0,16
"Cement Dangote","Lagos","Rural","sawmill mkt Ikorodu lga",2011-12-01,5,32,1,0,16
"Cement Dangote","Lagos","Rural","sawmill mkt Ikorodu lga",2012-06-01,4,32,1,0,16
"Cement Dangote","Lagos","Rural","sawmill mkt Ikorodu lga",2012-12-01,4,21,1,0,10
"Cement Dangote","Ondo","Rural","AUD Pry School",2010-06-01,2,1,0,1,0
"Cement Dangote","Ondo","Rural","AUD Pry School",2010-12-01,1,1,0,1,0
"Cement Dangote","Ondo","Rural","AUD Pry School",2011-06-01,4,1,0,1,0
"Cement Dangote","Ondo","Rural","AUD Pry School",2011-12-01,4,1,0,1,0
"Cement Dangote","Ondo","Rural","AUD Pry School",2012-06-01,5,1,0,1,0
"Cement Dangote","Ondo","Rural","AUD Pry School",2012-12-01,5,1,0,1,0
"Cement Dangote","Ondo","Rural","Ago Alhaji",2010-06-01,2,2,0,2,0
"Cement Dangote","Ondo","Rural","Ago Alhaji",2010-12-01,1,2,0,2,0
"Cement Dangote","Ondo","Rural","Ago Alhaji",2011-06-01,4,2,0,2,0
"Cement Dangote","Ondo","Rural","Ago Alhaji",2011-12-01,4,2,0,2,0
"Cement Dangote","Ondo","Rural","Ago Alhaji",2012-06-01,5,2,0,2,0
"Cement Dangote","Ondo","Rural","Ago Alhaji",2012-12-01,5,2,0,2,0
"Cement Dangote","Ondo","Rural","Ajoke",2010-06-01,2,3,0,3,0
"Cement Dangote","Ondo","Rural","Ajoke",2010-12-01,1,3,0,3,0
"Cement Dangote","Ondo","Rural","Ajoke",2011-06-01,4,3,0,3,0
"Cement Dangote","Ondo","Rural","Ajoke",2011-12-01,4,3,0,3,0
"Cement Dangote","Ondo","Rural","Ajoke",2012-06-01,5,3,0,3,0
"Cement Dangote","Ondo","Rural","Ajoke",2012-12-01,5,3,0,3,0
"Cement Dangote","Ondo","Urban","Akure",2010-06-01,2,4,0,4,0
"Cement Dangote","Ondo","Urban","Akure",2010-12-01,2,1,0,1,0
"Cement Dangote","Ondo","Urban","Akure",2011-06-01,4,4,0,4,0
"Cement Dangote","Ondo","Urban","Akure",2011-12-01,4,4,0,4,0
"Cement Dangote","Ondo","Urban","Akure",2012-06-01,5,4,0,4,0
"Cement Dangote","Ondo","Urban","Akure",2012-12-01,5,4,0,4,0
"Cement Dangote","Ondo","Rural","Ala-Elefosan",2010-06-01,2,5,0,5,0
"Cement Dangote","Ondo","Rural","Ala-Elefosan",2010-12-01,1,4,0,4,0
"Cement Dangote","Ondo","Rural","Ala-Elefosan",2011-06-01,4,5,0,5,0
"Cement Dangote","Ondo","Rural","Ala-Elefosan",2011-12-01,4,5,0,5,0
"Cement Dangote","Ondo","Rural","Ala-Elefosan",2012-06-01,5,5,0,5,0
"Cement Dangote","Ondo","Rural","Ala-Elefosan",2012-12-01,5,5,0,5,0
"Cement Dangote","Ondo","Rural","Bagbe",2010-06-01,2,6,0,6,0
"Cement Dangote","Ondo","Rural","Bagbe",2010-12-01,1,5,0,5,0
"Cement Dangote","Ondo","Rural","Bagbe",2011-06-01,4,6,0,6,0
"Cement Dangote","Ondo","Rural","Bagbe",2011-12-01,4,6,0,6,0
"Cement Dangote","Ondo","Rural","Bagbe",2012-06-01,5,6,0,6,0
"Cement Dangote","Ondo","Rural","Bagbe",2012-12-01,5,6,0,6,0
"Cement Dangote","Ondo","Rural","Bamikemo Iyansan",2010-06-01,2,7,0,7,0
"Cement Dangote","Ondo","Rural","Bamikemo Iyansan",2010-12-01,1,6,0,6,0
"Cement Dangote","Ondo","Rural","Bamikemo Iyansan",2011-06-01,4,7,0,7,0
"Cement Dangote","Ondo","Rural","Bamikemo Iyansan",2011-12-01,4,7,0,7,0
"Cement Dangote","Ondo","Rural","Bamikemo Iyansan",2012-06-01,5,7,0,7,0
"Cement Dangote","Ondo","Rural","Bamikemo Iyansan",2012-12-01,5,7,0,7,0
"Cement Dangote","Ondo","Rural","Chief Obayomi",2010-06-01,2,8,0,8,0
"Cement Dangote","Ondo","Rural","Chief Obayomi",2010-12-01,1,7,0,7,0
"Cement Dangote","Ondo","Rural","Chief Obayomi",2011-06-01,4,8,0,8,0
"Cement Dangote","Ondo","Rural","Chief Obayomi",2011-12-01,4,8,0,8,0
"Cement Dangote","Ondo","Rural","Chief Obayomi",2012-06-01,5,8,0,8,0
"Cement Dangote","Ondo","Rural","Chief Obayomi",2012-12-01,5,8,0,8,0
"Cement Dangote","Ondo","Rural","Deeper Life",2010-06-01,2,9,0,9,0
"Cement Dangote","Ondo","Rural","Deeper Life",2010-12-01,1,8,0,8,0
"Cement Dangote","Ondo","Rural","Deeper Life",2011-06-01,4,9,0,9,0
"Cement Dangote","Ondo","Rural","Deeper Life",2011-12-01,4,9,0,9,0
"Cement Dangote","Ondo","Rural","Deeper Life",2012-06-01,5,9,0,9,0
"Cement Dangote","Ondo","Rural","Deeper Life",2012-12-01,5,9,0,9,0
"Cement Dangote","Ondo","Rural","Elebute",2010-06-01,2,10,0,10,0
"Cement Dangote","Ondo","Rural","Elebute",2010-12-01,1,9,0,9,0
"Cement Dangote","Ondo","Rural","Elebute",2011-06-01,4,10,0,10,0
"Cement Dangote","Ondo","Rural","Elebute",2011-12-01,4,10,0,10,0
"Cement Dangote","Ondo","Rural","Elebute",2012-06-01,5,10,0,10,0
"Cement Dangote","Ondo","Rural","Elebute",2012-12-01,5,10,0,10,0
"Cement Dangote","Ondo","Rural","Igbatoro",2010-06-01,2,11,0,11,0
"Cement Dangote","Ondo","Rural","Igbatoro",2010-12-01,1,10,0,10,0
"Cement Dangote","Ondo","Rural","Igbatoro",2011-06-01,4,11,0,11,0
"Cement Dangote","Ondo","Rural","Igbatoro",2011-12-01,4,11,0,11,0
"Cement Dangote","Ondo","Rural","Igbatoro",2012-06-01,5,11,0,11,0
"Cement Dangote","Ondo","Rural","Igbatoro",2012-12-01,5,11,0,11,0
"Cement Dangote","Ondo","Rural","Igbekebo",2010-06-01,2,12,0,12,0
"Cement Dangote","Ondo","Rural","Igbekebo",2010-12-01,1,11,0,11,0
"Cement Dangote","Ondo","Rural","Igbekebo",2011-06-01,4,12,0,12,0
"Cement Dangote","Ondo","Rural","Igbekebo",2011-12-01,4,12,0,12,0
"Cement Dangote","Ondo","Rural","Igbekebo",2012-06-01,5,12,0,12,0
"Cement Dangote","Ondo","Rural","Igbekebo",2012-12-01,5,12,0,12,0
"Cement Dangote","Ondo","Rural","Igburowo",2010-06-01,2,13,0,13,0
"Cement Dangote","Ondo","Rural","Igburowo",2010-12-01,1,12,1,0,1
"Cement Dangote","Ondo","Rural","Igburowo",2011-06-01,4,13,0,13,0
"Cement Dangote","Ondo","Rural","Igburowo",2011-12-01,4,13,0,13,0
"Cement Dangote","Ondo","Rural","Igburowo",2012-06-01,5,13,0,13,0
"Cement Dangote","Ondo","Rural","Igburowo",2012-12-01,5,13,0,13,0
"Cement Dangote","Ondo","Rural","Imo",2010-06-01,2,14,1,0,1
"Cement Dangote","Ondo","Rural","Imo",2010-12-01,1,13,1,0,2
"Cement Dangote","Ondo","Rural","Imo",2011-06-01,4,14,1,0,1
"Cement Dangote","Ondo","Rural","Imo",2011-12-01,4,14,1,0,1
"Cement Dangote","Ondo","Rural","Imo",2012-06-01,5,14,1,0,1
"Cement Dangote","Ondo","Rural","Imo",2012-12-01,5,14,1,0,1
"Cement Dangote","Ondo","Rural","Iyansan",2010-06-01,2,15,1,0,2
"Cement Dangote","Ondo","Rural","Iyansan",2010-12-01,1,14,1,0,3
"Cement Dangote","Ondo","Rural","Iyansan",2011-06-01,4,15,1,0,2
"Cement Dangote","Ondo","Rural","Iyansan",2011-12-01,4,15,1,0,2
"Cement Dangote","Ondo","Rural","Iyansan",2012-06-01,5,15,1,0,2
"Cement Dangote","Ondo","Rural","Iyansan",2012-12-01,5,15,1,0,2
"Cement Dangote","Ondo","Rural","Komowa",2010-06-01,2,16,1,0,3
"Cement Dangote","Ondo","Rural","Komowa",2010-12-01,1,15,1,0,4
"Cement Dangote","Ondo","Rural","Komowa",2011-06-01,4,16,1,0,3
"Cement Dangote","Ondo","Rural","Komowa",2011-12-01,4,16,1,0,3
"Cement Dangote","Ondo","Rural","Komowa",2012-06-01,5,16,1,0,3
"Cement Dangote","Ondo","Rural","Komowa",2012-12-01,5,16,1,0,3
"Cement Dangote","Ondo","Rural","Oja-Ikota",2010-06-01,2,17,1,0,4
"Cement Dangote","Ondo","Rural","Oja-Ikota",2010-12-01,1,16,1,0,5
"Cement Dangote","Ondo","Rural","Oja-Ikota",2011-06-01,4,17,1,0,4
"Cement Dangote","Ondo","Rural","Oja-Ikota",2011-12-01,4,17,1,0,4
"Cement Dangote","Ondo","Rural","Oja-Ikota",2012-06-01,5,17,1,0,4
"Cement Dangote","Ondo","Rural","Oja-Ikota",2012-12-01,5,17,1,0,4
"Cement Dangote","Ondo","Urban","Okitipupa",2010-06-01,2,18,1,0,5
"Cement Dangote","Ondo","Urban","Okitipupa",2010-12-01,2,2,0,2,0
"Cement Dangote","Ondo","Urban","Okitipupa",2011-06-01,4,18,1,0,5
"Cement Dangote","Ondo","Urban","Okitipupa",2011-12-01,4,18,1,0,5
"Cement Dangote","Ondo","Urban","Okitipupa",2012-06-01,5,18,1,0,5
"Cement Dangote","Ondo","Urban","Okitipupa",2012-12-01,5,18,1,0,5
"Cement Dangote","Ondo","Rural","Okore",2010-06-01,2,19,1,0,6
"Cement Dangote","Ondo","Rural","Okore",2010-12-01,1,17,1,0,6
"Cement Dangote","Ondo","Rural","Okore",2011-06-01,4,19,1,0,6
"Cement Dangote","Ondo","Rural","Okore",2011-12-01,4,19,1,0,6
"Cement Dangote","Ondo","Rural","Okore",2012-06-01,5,19,1,0,6
"Cement Dangote","Ondo","Rural","Okore",2012-12-01,5,19,1,0,6
"Cement Dangote","Ondo","Rural","Olatunji Close",2010-06-01,2,20,1,0,7
"Cement Dangote","Ondo","Rural","Olatunji Close",2010-12-01,1,18,1,0,7
"Cement Dangote","Ondo","Rural","Olatunji Close",2011-06-01,4,20,1,0,7
"Cement Dangote","Ondo","Rural","Olatunji Close",2011-12-01,4,20,1,0,7
"Cement Dangote","Ondo","Rural","Olatunji Close",2012-06-01,5,20,1,0,7
"Cement Dangote","Ondo","Rural","Olatunji Close",2012-12-01,5,20,1,0,7
"Cement Dangote","Ondo","Rural","Olota Camp",2010-06-01,2,21,1,0,8
"Cement Dangote","Ondo","Rural","Olota Camp",2010-12-01,1,19,1,0,8
"Cement Dangote","Ondo","Rural","Olota Camp",2011-06-01,4,21,1,0,8
"Cement Dangote","Ondo","Rural","Olota Camp",2011-12-01,4,21,1,0,8
"Cement Dangote","Ondo","Rural","Olota Camp",2012-06-01,5,21,1,0,8
"Cement Dangote","Ondo","Rural","Olota Camp",2012-12-01,5,21,1,0,8
"Cement Dangote","Ondo","Rural","Oloto",2010-06-01,2,22,1,0,9
"Cement Dangote","Ondo","Rural","Oloto",2010-12-01,1,20,1,0,9
"Cement Dangote","Ondo","Rural","Oloto",2011-06-01,4,22,1,0,9
"Cement Dangote","Ondo","Rural","Oloto",2011-12-01,4,22,1,0,9
"Cement Dangote","Ondo","Rural","Oloto",2012-06-01,5,22,1,0,9
"Cement Dangote","Ondo","Rural","Oloto",2012-12-01,5,22,1,0,9
"Cement Dangote","Ondo","Urban","Ondo",2010-06-01,2,23,1,0,10
"Cement Dangote","Ondo","Urban","Ondo",2010-12-01,2,3,1,0,1
"Cement Dangote","Ondo","Urban","Ondo",2011-06-01,4,23,1,0,10
"Cement Dangote","Ondo","Urban","Ondo",2011-12-01,4,23,1,0,10
"Cement Dangote","Ondo","Urban","Ondo",2012-06-01,5,23,1,0,10
"Cement Dangote","Ondo","Urban","Ondo",2012-12-01,5,23,1,0,10
"Cement Dangote","Ondo","Urban","Owo",2009-12-01,2,1,0,1,0
"Cement Dangote","Ondo","Urban","Owo",2010-06-01,2,24,1,0,11
"Cement Dangote","Ondo","Urban","Owo",2010-12-01,2,4,1,0,2
"Cement Dangote","Ondo","Urban","Owo",2011-06-01,4,24,1,0,11
"Cement Dangote","Ondo","Urban","Owo",2011-12-01,4,24,1,0,11
"Cement Dangote","Ondo","Urban","Owo",2012-06-01,5,24,1,0,11
"Cement Dangote","Ondo","Urban","Owo",2012-12-01,5,24,1,0,11
"Cement Dangote","Ondo","Rural","Ugbonla",2010-06-01,2,25,1,0,12
"Cement Dangote","Ondo","Rural","Ugbonla",2010-12-01,1,21,1,0,10
"Cement Dangote","Ondo","Rural","Ugbonla",2011-06-01,4,25,1,0,12
"Cement Dangote","Ondo","Rural","Ugbonla",2011-12-01,4,25,1,0,12
"Cement Dangote","Ondo","Rural","Ugbonla",2012-06-01,5,25,1,0,12
"Cement Dangote","Ondo","Rural","Ugbonla",2012-12-01,5,25,1,0,12
"Cement Dangote","Sokoto","Rural","Bachalla",2009-12-01,2,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bachalla",2010-06-01,5,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bachalla",2010-12-01,5,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bachalla",2011-06-01,1,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bachalla",2011-12-01,2,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bachalla",2012-06-01,1,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bachalla",2012-12-01,1,1,0,1,0
"Cement Dangote","Sokoto","Rural","Bagamwa",2010-06-01,5,2,0,2,0
"Cement Dangote","Sokoto","Rural","Bagamwa",2010-12-01,5,2,0,2,0
"Cement Dangote","Sokoto","Rural","Bagamwa",2011-06-01,1,2,0,2,0
"Cement Dangote","Sokoto","Rural","Bagamwa",2011-12-01,2,2,0,2,0
"Cement Dangote","Sokoto","Rural","Bagamwa",2012-06-01,1,2,0,2,0
"Cement Dangote","Sokoto","Rural","Bagamwa",2012-12-01,1,2,0,2,0
"Cement Dangote","Sokoto","Urban","Central Market",2009-12-01,2,2,1,0,1
"Cement Dangote","Sokoto","Urban","Central Market",2010-06-01,4,1,0,1,0
"Cement Dangote","Sokoto","Urban","Central Market",2010-12-01,4,1,0,1,0
"Cement Dangote","Sokoto","Urban","Central Market",2011-06-01,4,1,0,1,0
"Cement Dangote","Sokoto","Urban","Central Market",2011-12-01,3,1,0,1,0
"Cement Dangote","Sokoto","Urban","Central Market",2012-06-01,1,3,0,3,0
"Cement Dangote","Sokoto","Urban","Central Market",2012-12-01,2,1,0,1,0
"Cement Dangote","Sokoto","Rural","Dandin-Malie",2010-06-01,5,3,0,3,0
"Cement Dangote","Sokoto","Rural","Dandin-Malie",2010-12-01,5,3,0,3,0
"Cement Dangote","Sokoto","Rural","Dandin-Malie",2011-06-01,1,3,0,3,0
"Cement Dangote","Sokoto","Rural","Dandin-Malie",2011-12-01,2,3,0,3,0
"Cement Dangote","Sokoto","Rural","Dandin-Malie",2012-06-01,1,4,0,4,0
"Cement Dangote","Sokoto","Rural","Dandin-Malie",2012-12-01,1,3,0,3,0
"Cement Dangote","Sokoto","Rural","Gande",2010-06-01,5,4,0,4,0
"Cement Dangote","Sokoto","Rural","Gande",2010-12-01,5,4,0,4,0
"Cement Dangote","Sokoto","Rural","Gande",2011-06-01,1,4,0,4,0
"Cement Dangote","Sokoto","Rural","Gande",2011-12-01,2,4,0,4,0
"Cement Dangote","Sokoto","Rural","Gande",2012-06-01,1,5,0,5,0
"Cement Dangote","Sokoto","Rural","Gande",2012-12-01,1,4,0,4,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2009-12-01,3,1,0,1,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2010-06-01,5,5,0,5,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2010-12-01,5,5,0,5,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2011-06-01,1,5,0,5,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2011-12-01,2,5,0,5,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2012-06-01,1,6,0,6,0
"Cement Dangote","Sokoto","Rural","Garba Magaji",2012-12-01,1,5,0,5,0
"Cement Dangote","Sokoto","Rural","Gombila",2010-06-01,5,6,0,6,0
"Cement Dangote","Sokoto","Rural","Gombila",2010-12-01,5,6,0,6,0
"Cement Dangote","Sokoto","Rural","Gombila",2011-06-01,1,6,0,6,0
"Cement Dangote","Sokoto","Rural","Gombila",2011-12-01,2,6,0,6,0
"Cement Dangote","Sokoto","Rural","Gombila",2012-06-01,1,7,0,7,0
"Cement Dangote","Sokoto","Rural","Gombila",2012-12-01,1,6,0,6,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2009-12-01,1,1,0,1,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2010-06-01,5,7,0,7,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2010-12-01,5,7,0,7,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2011-06-01,1,7,0,7,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2011-12-01,2,7,0,7,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2012-06-01,1,8,0,8,0
"Cement Dangote","Sokoto","Rural","Ibrahim Dodo",2012-12-01,1,7,0,7,0
"Cement Dangote","Sokoto","Rural","Illela",2010-06-01,5,8,0,8,0
"Cement Dangote","Sokoto","Rural","Illela",2010-12-01,5,8,0,8,0
"Cement Dangote","Sokoto","Rural","Illela",2011-06-01,1,8,0,8,0
"Cement Dangote","Sokoto","Rural","Illela",2011-12-01,2,8,0,8,0
"Cement Dangote","Sokoto","Rural","Illela",2012-06-01,1,9,0,9,0
"Cement Dangote","Sokoto","Rural","Illela",2012-12-01,1,8,0,8,0
"Cement Dangote","Sokoto","Rural","Isa",2010-06-01,5,9,0,9,0
"Cement Dangote","Sokoto","Rural","Isa",2010-12-01,5,9,0,9,0
"Cement Dangote","Sokoto","Rural","Isa",2011-06-01,1,9,0,9,0
"Cement Dangote","Sokoto","Rural","Isa",2011-12-01,2,9,0,9,0
"Cement Dangote","Sokoto","Rural","Isa",2012-06-01,1,10,0,10,0
"Cement Dangote","Sokoto","Rural","Isa",2012-12-01,1,9,0,9,0
"Cement Dangote","Sokoto","Rural","Isamayyai",2010-06-01,5,10,0,10,0
"Cement Dangote","Sokoto","Rural","Isamayyai",2010-12-01,5,10,0,10,0
"Cement Dangote","Sokoto","Rural","Isamayyai",2011-06-01,1,10,0,10,0
"Cement Dangote","Sokoto","Rural","Isamayyai",2011-12-01,2,10,0,10,0
"Cement Dangote","Sokoto","Rural","Isamayyai",2012-06-01,1,11,0,11,0
"Cement Dangote","Sokoto","Rural","Isamayyai",2012-12-01,1,10,0,10,0
"Cement Dangote","Sokoto","Rural","Kadai local mkt",2010-06-01,5,11,0,11,0
"Cement Dangote","Sokoto","Rural","Kadai local mkt",2010-12-01,5,11,0,11,0
"Cement Dangote","Sokoto","Rural","Kadai local mkt",2011-06-01,1,11,0,11,0
"Cement Dangote","Sokoto","Rural","Kadai local mkt",2011-12-01,2,11,0,11,0
"Cement Dangote","Sokoto","Rural","Kadai local mkt",2012-06-01,1,12,0,12,0
"Cement Dangote","Sokoto","Rural","Kadai local mkt",2012-12-01,1,11,0,11,0
"Cement Dangote","Sokoto","Rural","Kasuwa Dogon Tumbuwal lga",2010-06-01,5,12,0,12,0
"Cement Dangote","Sokoto","Rural","Kasuwa Dogon Tumbuwal lga",2010-12-01,5,12,0,12,0
"Cement Dangote","Sokoto","Rural","Kasuwa Dogon Tumbuwal lga",2011-06-01,1,12,1,0,1
"Cement Dangote","Sokoto","Rural","Kasuwa Dogon Tumbuwal lga",2011-12-01,2,12,0,12,0
"Cement Dangote","Sokoto","Rural","Kasuwa Dogon Tumbuwal lga",2012-06-01,1,13,0,13,0
"Cement Dangote","Sokoto","Rural","Kasuwa Dogon Tumbuwal lga",2012-12-01,1,12,0,12,0
"Cement Dangote","Sokoto","Rural","Kiyasa",2010-06-01,5,13,1,0,1
"Cement Dangote","Sokoto","Rural","Kiyasa",2010-12-01,5,13,1,0,1
"Cement Dangote","Sokoto","Rural","Kiyasa",2011-06-01,1,13,1,0,2
"Cement Dangote","Sokoto","Rural","Kiyasa",2011-12-01,2,13,1,0,1
"Cement Dangote","Sokoto","Rural","Kiyasa",2012-06-01,1,14,0,14,0
"Cement Dangote","Sokoto","Rural","Kiyasa",2012-12-01,1,13,0,13,0
"Cement Dangote","Sokoto","Rural","Liman Jiji",2009-12-01,5,1,0,1,0
"Cement Dangote","Sokoto","Rural","Liman Jiji",2010-06-01,5,14,1,0,2
"Cement Dangote","Sokoto","Rural","Liman Jiji",2010-12-01,5,14,1,0,2
"Cement Dangote","Sokoto","Rural","Liman Jiji",2011-06-01,1,14,1,0,3
"Cement Dangote","Sokoto","Rural","Liman Jiji",2011-12-01,2,14,1,0,2
"Cement Dangote","Sokoto","Rural","Liman Jiji",2012-06-01,1,15,1,0,1
"Cement Dangote","Sokoto","Rural","Liman Jiji",2012-12-01,1,14,0,14,0
"Cement Dangote","Sokoto","Rural","Maikujera",2010-06-01,5,15,1,0,3
"Cement Dangote","Sokoto","Rural","Maikujera",2010-12-01,5,15,1,0,3
"Cement Dangote","Sokoto","Rural","Maikujera",2011-06-01,1,15,1,0,4
"Cement Dangote","Sokoto","Rural","Maikujera",2011-12-01,2,15,1,0,3
"Cement Dangote","Sokoto","Rural","Maikujera",2012-06-01,1,16,1,0,2
"Cement Dangote","Sokoto","Rural","Maikujera",2012-12-01,1,15,1,0,1
"Cement Dangote","Sokoto","Rural","Maikulki",2010-06-01,5,16,1,0,4
"Cement Dangote","Sokoto","Rural","Maikulki",2010-12-01,5,16,1,0,4
"Cement Dangote","Sokoto","Rural","Maikulki",2011-06-01,1,16,1,0,5
"Cement Dangote","Sokoto","Rural","Maikulki",2011-12-01,2,16,1,0,4
"Cement Dangote","Sokoto","Rural","Maikulki",2012-06-01,1,17,1,0,3
"Cement Dangote","Sokoto","Rural","Maikulki",2012-12-01,1,16,1,0,2
"Cement Dangote","Sokoto","Rural","Majema",2010-06-01,5,17,1,0,5
"Cement Dangote","Sokoto","Rural","Majema",2010-12-01,5,17,1,0,5
"Cement Dangote","Sokoto","Rural","Majema",2011-06-01,1,17,1,0,6
"Cement Dangote","Sokoto","Rural","Majema",2011-12-01,2,17,1,0,5
"Cement Dangote","Sokoto","Rural","Majema",2012-06-01,1,18,1,0,4
"Cement Dangote","Sokoto","Rural","Majema",2012-12-01,1,17,1,0,3
"Cement Dangote","Sokoto","Rural","Malam Usman",2010-06-01,5,18,1,0,6
"Cement Dangote","Sokoto","Rural","Malam Usman",2010-12-01,5,18,1,0,6
"Cement Dangote","Sokoto","Rural","Malam Usman",2011-06-01,1,18,1,0,7
"Cement Dangote","Sokoto","Rural","Malam Usman",2011-12-01,2,18,1,0,6
"Cement Dangote","Sokoto","Rural","Malam Usman",2012-06-01,1,19,1,0,5
"Cement Dangote","Sokoto","Rural","Malam Usman",2012-12-01,1,18,1,0,4
"Cement Dangote","Sokoto","Rural","Mamande",2010-06-01,5,19,1,0,7
"Cement Dangote","Sokoto","Rural","Mamande",2010-12-01,5,19,1,0,7
"Cement Dangote","Sokoto","Rural","Mamande",2011-06-01,1,19,1,0,8
"Cement Dangote","Sokoto","Rural","Mamande",2011-12-01,2,19,1,0,7
"Cement Dangote","Sokoto","Rural","Mamande",2012-06-01,1,20,1,0,6
"Cement Dangote","Sokoto","Rural","Mamande",2012-12-01,1,19,1,0,5
"Cement Dangote","Sokoto","Urban","Mammy Market",2010-06-01,4,2,0,2,0
"Cement Dangote","Sokoto","Urban","Mammy Market",2010-12-01,4,2,0,2,0
"Cement Dangote","Sokoto","Urban","Mammy Market",2011-06-01,4,2,0,2,0
"Cement Dangote","Sokoto","Urban","Mammy Market",2011-12-01,3,2,0,2,0
"Cement Dangote","Sokoto","Urban","Mammy Market",2012-06-01,1,21,1,0,7
"Cement Dangote","Sokoto","Urban","Mammy Market",2012-12-01,1,20,1,0,6
"Cement Dangote","Sokoto","Rural","Nomau Garba",2010-06-01,5,20,1,0,8
"Cement Dangote","Sokoto","Rural","Nomau Garba",2010-12-01,5,20,1,0,8
"Cement Dangote","Sokoto","Rural","Nomau Garba",2011-06-01,1,20,1,0,9
"Cement Dangote","Sokoto","Rural","Nomau Garba",2011-12-01,2,20,1,0,8
"Cement Dangote","Sokoto","Rural","Nomau Garba",2012-06-01,1,22,1,0,8
"Cement Dangote","Sokoto","Rural","Nomau Garba",2012-12-01,1,21,1,0,7
"Cement Dangote","Sokoto","Urban","Rabato",2010-06-01,4,3,0,3,0
"Cement Dangote","Sokoto","Urban","Rabato",2010-12-01,4,3,0,3,0
"Cement Dangote","Sokoto","Urban","Rabato",2011-06-01,4,3,0,3,0
"Cement Dangote","Sokoto","Urban","Rabato",2011-12-01,3,3,0,3,0
"Cement Dangote","Sokoto","Urban","Rabato",2012-06-01,1,23,1,0,9
"Cement Dangote","Sokoto","Urban","Rabato",2012-12-01,1,22,1,0,8
"Cement Dangote","Sokoto","Rural","Sokoto",2010-06-01,5,21,1,0,9
"Cement Dangote","Sokoto","Rural","Sokoto",2010-12-01,5,21,1,0,9
"Cement Dangote","Sokoto","Rural","Sokoto",2011-06-01,2,1,0,1,0
"Cement Dangote","Sokoto","Rural","Sokoto",2011-12-01,2,21,1,0,9
"Cement Dangote","Sokoto","Rural","Sokoto",2012-06-01,1,24,1,0,10
"Cement Dangote","Sokoto","Rural","Sokoto",2012-12-01,1,23,1,0,9
"Cement Dangote","Sokoto","Urban","Sokoto",2010-06-01,4,4,1,0,1
"Cement Dangote","Sokoto","Urban","Sokoto",2010-12-01,4,4,1,0,1
"Cement Dangote","Sokoto","Urban","Sokoto",2011-06-01,4,4,1,0,1
