"item","state","centre","zoneCode","date","volMoving","xPosition"
"Sorghum","Ogun","Oba Eruwon",1,2010-06-01,36.11,9
"Drink Swan Water Bottle","Anambra","Obikpa",3,2010-12-01,8.13,19
"Maize White","Anambra","Obikpa",3,2010-06-01,19.6,11
"Maize White","Anambra","Obikpa",3,2010-12-01,33.69,19
"Maize Yellow","Anambra","Obikpa",3,2010-06-01,6.54,11
"Maize Yellow","Anambra","Obikpa",3,2010-12-01,30.64,19
"Maize White","Osun","Obodi mkt Atakumosa west",1,2010-06-01,9.38,9
"Maize White","Osun","Obodi mkt Atakumosa west",1,2010-12-01,13.43,17
"Maize Yellow","Osun","Obodi mkt Atakumosa west",1,2010-06-01,10.42,9
"Maize Yellow","Osun","Obodi mkt Atakumosa west",1,2010-12-01,12.62,17
"Rice Imported","Osun","Obodi mkt Atakumosa west",1,2010-06-01,3.83,9
"Rice Imported","Osun","Obodi mkt Atakumosa west",1,2010-12-01,6.75,17
"Rice Local","Osun","Obodi mkt Atakumosa west",1,2010-06-01,6.54,9
"Rice Local","Osun","Obodi mkt Atakumosa west",1,2010-12-01,10.16,17
"Sorghum","Osun","Obodi mkt Atakumosa west",1,2010-06-01,4.79,9
"Sorghum","Osun","Obodi mkt Atakumosa west",1,2010-12-01,9.68,17
"Cement Dangote","Enugu","Obollo",3,2010-06-01,1.66,11
"Cement Dangote","Enugu","Obollo",3,2010-12-01,7.63,19
"Maize White","Enugu","Obollo",3,2010-06-01,12.2,11
"Maize White","Enugu","Obollo",3,2010-12-01,37.35,19
"Maize Yellow","Enugu","Obollo",3,2010-06-01,6.78,11
"Maize Yellow","Enugu","Obollo",3,2010-12-01,65.38,19
"Rice Imported","Enugu","Obollo",3,2010-06-01,4.65,11
"Rice Imported","Enugu","Obollo",3,2010-12-01,32.39,19
"Rice Local","Enugu","Obollo",3,2010-06-01,4.78,11
"Rice Local","Enugu","Obollo",3,2010-12-01,34,19
"Sorghum","Enugu","Obollo",3,2010-06-01,8.57,11
"Sorghum","Enugu","Obollo",3,2010-12-01,35.97,19
"Cement Dangote","Oyo","Ogbomosho",1,2010-06-01,2.65,9
"Cement Dangote","Oyo","Ogbomosho",1,2010-12-01,3.63,17
"Maize White","Oyo","Ogbomosho",1,2009-12-01,15.39,1
"Maize White","Oyo","Ogbomosho",1,2010-06-01,15.43,9
"Maize White","Oyo","Ogbomosho",1,2010-12-01,19.12,17
"Maize Yellow","Oyo","Ogbomosho",1,2009-12-01,10.04,1
"Maize Yellow","Oyo","Ogbomosho",1,2010-06-01,12.42,9
"Maize Yellow","Oyo","Ogbomosho",1,2010-12-01,21.65,17
"Rice Imported","Oyo","Ogbomosho",1,2010-06-01,5.31,9
"Rice Imported","Oyo","Ogbomosho",1,2010-12-01,9.21,17
"Rice Local","Oyo","Ogbomosho",1,2010-06-01,4.52,9
"Rice Local","Oyo","Ogbomosho",1,2010-12-01,5.19,17
"Sorghum","Oyo","Ogbomosho",1,2009-12-01,9.14,1
"Sorghum","Oyo","Ogbomosho",1,2010-06-01,7.5,9
"Sorghum","Oyo","Ogbomosho",1,2010-12-01,13.33,17
"Maize White","Oyo","Ogboro Hill Side",1,2010-06-01,7.36,9
"Maize White","Oyo","Ogboro Hill Side",1,2010-12-01,46.85,17
"Maize Yellow","Oyo","Ogboro Hill Side",1,2010-06-01,5.01,9
"Maize Yellow","Oyo","Ogboro Hill Side",1,2010-12-01,11.1,17
"Sorghum","Oyo","Ogboro Hill Side",1,2010-06-01,5.48,9
"Sorghum","Oyo","Ogboro Hill Side",1,2010-12-01,14.33,17
"Maize White","Oyo","Ogo-Oluwa Nur.& Pry School",1,2009-12-01,6.37,1
"Maize White","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-06-01,7.74,9
"Maize White","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-12-01,46.9,17
"Maize Yellow","Oyo","Ogo-Oluwa Nur.& Pry School",1,2009-12-01,4.96,1
"Maize Yellow","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-06-01,6.26,9
"Maize Yellow","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-12-01,11.63,17
"Rice Imported","Oyo","Ogo-Oluwa Nur.& Pry School",1,2009-12-01,4.1,1
"Rice Imported","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-06-01,7.36,9
"Rice Imported","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-12-01,8.81,17
"Sorghum","Oyo","Ogo-Oluwa Nur.& Pry School",1,2009-12-01,12.95,1
"Sorghum","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-06-01,12.14,9
"Sorghum","Oyo","Ogo-Oluwa Nur.& Pry School",1,2010-12-01,15.98,17
"Cement Dangote","Ogun","Ogunfunke's House",1,2010-06-01,30.49,9
"Cement Dangote","Ogun","Ogunfunke's House",1,2010-12-01,31.03,17
"Drink Swan Water Bottle","Ogun","Ogunfunke's House",1,2010-06-01,38.52,9
"Drink Swan Water Bottle","Ogun","Ogunfunke's House",1,2010-12-01,30.55,17
"Maize White","Ogun","Ogunfunke's House",1,2009-12-01,11.07,1
"Maize White","Ogun","Ogunfunke's House",1,2010-06-01,19.07,9
"Maize White","Ogun","Ogunfunke's House",1,2010-12-01,19.55,17
"Maize Yellow","Ogun","Ogunfunke's House",1,2009-12-01,20.65,1
"Maize Yellow","Ogun","Ogunfunke's House",1,2010-06-01,13.77,9
"Maize Yellow","Ogun","Ogunfunke's House",1,2010-12-01,17.97,17
"Rice Imported","Ogun","Ogunfunke's House",1,2009-12-01,2.48,1
"Rice Imported","Ogun","Ogunfunke's House",1,2010-06-01,8.59,9
"Rice Imported","Ogun","Ogunfunke's House",1,2010-12-01,21.01,17
"Rice Local","Ogun","Ogunfunke's House",1,2009-12-01,23.89,1
"Rice Local","Ogun","Ogunfunke's House",1,2010-06-01,18.4,9
"Rice Local","Ogun","Ogunfunke's House",1,2010-12-01,32.01,17
"Sorghum","Ogun","Ogunfunke's House",1,2009-12-01,13.67,1
"Sorghum","Ogun","Ogunfunke's House",1,2010-06-01,36.17,9
"Sorghum","Ogun","Ogunfunke's House",1,2010-12-01,27.91,17
"Maize White","Imo","Oguta",3,2010-06-01,16.81,11
"Maize White","Imo","Oguta",3,2010-12-01,13.39,19
"Maize Yellow","Imo","Oguta",3,2010-06-01,19.71,11
"Maize Yellow","Imo","Oguta",3,2010-12-01,16.04,19
"Rice Local","Imo","Oguta",3,2010-06-01,12.26,11
"Rice Local","Imo","Oguta",3,2010-12-01,12.52,19
"Rice Local","Imo","Ogwumabiri",3,2010-06-01,12.37,11
"Rice Local","Imo","Ogwumabiri",3,2010-12-01,12.62,19
"Cement Dangote","Abia","Ohambele",3,2010-06-01,4.14,11
"Cement Dangote","Abia","Ohambele",3,2010-12-01,4.3,19
"Maize White","Ekiti","Oja Orita mkt Ijero lga",1,2010-06-01,4.62,9
"Maize White","Ekiti","Oja Orita mkt Ijero lga",1,2010-12-01,5.21,17
"Maize Yellow","Ekiti","Oja Orita mkt Ijero lga",1,2010-06-01,8.55,9
"Maize Yellow","Ekiti","Oja Orita mkt Ijero lga",1,2010-12-01,6.65,17
"Rice Imported","Ekiti","Oja Orita mkt Ijero lga",1,2010-06-01,39.36,9
"Rice Imported","Ekiti","Oja Orita mkt Ijero lga",1,2010-12-01,29.49,17
"Rice Local","Ekiti","Oja Orita mkt Ijero lga",1,2010-06-01,6.6,9
"Rice Local","Ekiti","Oja Orita mkt Ijero lga",1,2010-12-01,9.37,17
"Sorghum","Ekiti","Oja Orita mkt Ijero lga",1,2010-06-01,5.08,9
"Sorghum","Ekiti","Oja Orita mkt Ijero lga",1,2010-12-01,12.93,17
"Drink Swan Water Bottle","Ogun","Okeate",1,2009-12-01,1.05,1
"Drink Swan Water Bottle","Ogun","Okeate",1,2010-06-01,33.25,9
"Drink Swan Water Bottle","Ogun","Okeate",1,2010-12-01,30.99,17
"Maize White","Ogun","Okeate",1,2009-12-01,12.61,1
"Maize White","Ogun","Okeate",1,2010-06-01,15.9,9
"Maize White","Ogun","Okeate",1,2010-12-01,18.16,17
"Maize Yellow","Ogun","Okeate",1,2009-12-01,12.98,1
"Maize Yellow","Ogun","Okeate",1,2010-06-01,8.68,9
"Maize Yellow","Ogun","Okeate",1,2010-12-01,15.97,17
"Sorghum","Ogun","Okeate",1,2009-12-01,9.22,1
"Sorghum","Ogun","Okeate",1,2010-06-01,33.43,9
"Sorghum","Ogun","Okeate",1,2010-12-01,27.91,17
"Maize White","Oyo","Okere Palace",1,2009-12-01,14.24,1
"Maize White","Oyo","Okere Palace",1,2010-06-01,11.71,9
"Maize White","Oyo","Okere Palace",1,2010-12-01,46.9,17
"Maize Yellow","Oyo","Okere Palace",1,2009-12-01,8.28,1
"Maize Yellow","Oyo","Okere Palace",1,2010-06-01,13.86,9
"Maize Yellow","Oyo","Okere Palace",1,2010-12-01,15.19,17
"Rice Imported","Oyo","Okere Palace",1,2009-12-01,7.8,1
"Rice Imported","Oyo","Okere Palace",1,2010-06-01,7.4,9
"Rice Imported","Oyo","Okere Palace",1,2010-12-01,8.81,17
"Rice Local","Oyo","Okere Palace",1,2009-12-01,4.08,1
"Rice Local","Oyo","Okere Palace",1,2010-06-01,50.69,9
"Rice Local","Oyo","Okere Palace",1,2010-12-01,34.95,17
"Sorghum","Oyo","Okere Palace",1,2009-12-01,14.14,1
"Sorghum","Oyo","Okere Palace",1,2010-06-01,19.18,9
"Sorghum","Oyo","Okere Palace",1,2010-12-01,20.36,17
"Cement Dangote","Imo","Okigwe",3,2010-06-01,4.42,11
"Cement Dangote","Imo","Okigwe",3,2010-12-01,3.71,19
"Drink Swan Water Bottle","Imo","Okigwe",3,2010-06-01,6.63,11
"Drink Swan Water Bottle","Imo","Okigwe",3,2010-12-01,6.81,19
"Maize White","Imo","Okigwe",3,2010-06-01,6.35,11
"Maize White","Imo","Okigwe",3,2010-12-01,15.66,19
"Maize Yellow","Imo","Okigwe",3,2010-06-01,49.95,11
"Maize Yellow","Imo","Okigwe",3,2010-12-01,33.49,19
"Rice Imported","Imo","Okigwe",3,2010-06-01,23.38,11
"Rice Imported","Imo","Okigwe",3,2010-12-01,17.38,19
"Rice Local","Imo","Okigwe",3,2010-06-01,116.66,11
"Rice Local","Imo","Okigwe",3,2010-12-01,82.02,19
"Sorghum","Imo","Okigwe",3,2010-06-01,5.27,11
"Sorghum","Imo","Okigwe",3,2010-12-01,11.7,19
"Cement Dangote","Imo","Okigwe Urban",3,2012-12-01,5.15,51
"Drink Swan Water Bottle","Imo","Okigwe Urban",3,2012-12-01,7.72,51
"Maize White","Imo","Okigwe Urban",3,2012-12-01,18.53,51
"Maize Yellow","Imo","Okigwe Urban",3,2012-06-01,23.16,43
"Maize Yellow","Imo","Okigwe Urban",3,2012-12-01,14.25,51
"Rice Imported","Imo","Okigwe Urban",3,2012-12-01,12.66,51
"Rice Local","Imo","Okigwe Urban",3,2012-12-01,9.91,51
"Sorghum","Imo","Okigwe Urban",3,2012-12-01,19.18,51
"Cement Dangote","Ondo","Okitipupa",1,2010-06-01,2.9,9
"Cement Dangote","Ondo","Okitipupa",1,2010-12-01,3.84,17
"Drink Swan Water Bottle","Ondo","Okitipupa",1,2010-06-01,3.42,9
"Drink Swan Water Bottle","Ondo","Okitipupa",1,2010-12-01,10.51,17
"Maize White","Ondo","Okitipupa",1,2009-12-01,6.97,1
"Maize White","Ondo","Okitipupa",1,2010-06-01,5.61,9
"Maize White","Ondo","Okitipupa",1,2010-12-01,9.36,17
"Maize Yellow","Ondo","Okitipupa",1,2009-12-01,8.06,1
"Maize Yellow","Ondo","Okitipupa",1,2010-06-01,6.06,9
"Maize Yellow","Ondo","Okitipupa",1,2010-12-01,7.11,17
"Rice Imported","Ondo","Okitipupa",1,2009-12-01,16.08,1
"Rice Imported","Ondo","Okitipupa",1,2010-06-01,5.33,9
"Rice Imported","Ondo","Okitipupa",1,2010-12-01,3.98,17
"Sorghum","Ondo","Okitipupa",1,2010-06-01,6.2,9
"Sorghum","Ondo","Okitipupa",1,2010-12-01,10.04,17
"Cement Dangote","Anambra","Okoli Ezenwa",3,2009-12-01,4.44,3
"Cement Dangote","Anambra","Okoli Ezenwa",3,2010-06-01,5.75,11
"Drink Swan Water Bottle","Anambra","Okoli Ezenwa",3,2010-06-01,7.99,11
"Drink Swan Water Bottle","Anambra","Okoli Ezenwa",3,2010-12-01,8.24,19
"Maize White","Anambra","Okoli Ezenwa",3,2010-06-01,10.39,11
"Maize White","Anambra","Okoli Ezenwa",3,2010-12-01,31.64,19
"Maize Yellow","Anambra","Okoli Ezenwa",3,2010-06-01,6.45,11
"Maize Yellow","Anambra","Okoli Ezenwa",3,2010-12-01,30.63,19
"Rice Imported","Anambra","Okoli Ezenwa",3,2010-06-01,4.61,11
"Rice Imported","Anambra","Okoli Ezenwa",3,2010-12-01,24.86,19
"Rice Local","Anambra","Okoli Ezenwa",3,2010-06-01,4.05,11
"Rice Local","Anambra","Okoli Ezenwa",3,2010-12-01,34.71,19
"Sorghum","Anambra","Okoli Ezenwa",3,2010-06-01,6.66,11
"Sorghum","Anambra","Okoli Ezenwa",3,2010-12-01,55.49,19
"Cement Dangote","Ebonyi","Okposi Okwu",3,2010-06-01,5.59,11
"Cement Dangote","Ebonyi","Okposi Okwu",3,2010-12-01,4.46,19
"Maize White","Ogun","Olanrenwaju's House",1,2009-12-01,9.61,1
"Maize Yellow","Ogun","Olanrenwaju's House",1,2009-12-01,32.28,1
"Maize Yellow","Ogun","Olanrenwaju's House",1,2010-06-01,13.85,9
"Maize Yellow","Ogun","Olanrenwaju's House",1,2010-12-01,16.06,17
"Rice Imported","Ogun","Olanrenwaju's House",1,2010-06-01,8.58,9
"Rice Imported","Ogun","Olanrenwaju's House",1,2010-12-01,20.99,17
"Rice Local","Ogun","Olanrenwaju's House",1,2010-06-01,18.35,9
"Rice Local","Ogun","Olanrenwaju's House",1,2010-12-01,31.99,17
"Sorghum","Ogun","Olanrenwaju's House",1,2010-06-01,39.55,9
"Sorghum","Ogun","Olanrenwaju's House",1,2010-12-01,27.89,17
"Cement Dangote","Oyo","Omowumi",1,2009-12-01,3.52,1
"Cement Dangote","Oyo","Omowumi",1,2010-06-01,3.03,9
"Cement Dangote","Oyo","Omowumi",1,2010-12-01,1.24,17
"Drink Swan Water Bottle","Oyo","Omowumi",1,2010-06-01,20.6,9
"Drink Swan Water Bottle","Oyo","Omowumi",1,2010-12-01,24.95,17
"Maize White","Oyo","Omowumi",1,2009-12-01,20.82,1
"Maize White","Oyo","Omowumi",1,2010-06-01,6.23,9
"Maize White","Oyo","Omowumi",1,2010-12-01,46.79,17
"Maize Yellow","Oyo","Omowumi",1,2009-12-01,17.52,1
"Maize Yellow","Oyo","Omowumi",1,2010-06-01,3.56,9
"Maize Yellow","Oyo","Omowumi",1,2010-12-01,10.87,17
"Rice Imported","Oyo","Omowumi",1,2009-12-01,2.63,1
"Rice Imported","Oyo","Omowumi",1,2010-06-01,7.37,9
"Rice Imported","Oyo","Omowumi",1,2010-12-01,8.81,17
"Rice Local","Oyo","Omowumi",1,2009-12-01,5.81,1
"Rice Local","Oyo","Omowumi",1,2010-06-01,50.64,9
"Rice Local","Oyo","Omowumi",1,2010-12-01,34.94,17
"Sorghum","Oyo","Omowumi",1,2009-12-01,11.47,1
"Sorghum","Oyo","Omowumi",1,2010-06-01,6.75,9
"Sorghum","Oyo","Omowumi",1,2010-12-01,14.57,17
"Cement Dangote","Ondo","Ondo",1,2010-06-01,3.28,9
"Cement Dangote","Ondo","Ondo",1,2010-12-01,3.96,17
"Drink Swan Water Bottle","Ondo","Ondo",1,2010-06-01,3.36,9
"Drink Swan Water Bottle","Ondo","Ondo",1,2010-12-01,10.49,17
"Maize White","Ondo","Ondo",1,2010-06-01,6.44,9
"Maize White","Ondo","Ondo",1,2010-12-01,9.02,17
"Maize Yellow","Ondo","Ondo",1,2010-06-01,6.54,9
"Maize Yellow","Ondo","Ondo",1,2010-12-01,7.03,17
"Rice Imported","Ondo","Ondo",1,2010-06-01,5.34,9
"Rice Imported","Ondo","Ondo",1,2010-12-01,3.99,17
"Rice Local","Ondo","Ondo",1,2010-06-01,78.21,9
"Rice Local","Ondo","Ondo",1,2010-12-01,53.41,17
"Sorghum","Ondo","Ondo",1,2010-06-01,7.71,9
"Sorghum","Ondo","Ondo",1,2010-12-01,10.04,17
"Drink Swan Water Bottle","Ogun","Onigangan",1,2010-06-01,38.23,9
"Drink Swan Water Bottle","Ogun","Onigangan",1,2010-12-01,30.4,17
"Maize White","Ogun","Onigangan",1,2009-12-01,9.82,1
"Maize White","Ogun","Onigangan",1,2010-06-01,17.08,9
"Maize White","Ogun","Onigangan",1,2010-12-01,18.5,17
"Maize Yellow","Ogun","Onigangan",1,2009-12-01,21.62,1
"Maize Yellow","Ogun","Onigangan",1,2010-06-01,9.05,9
"Maize Yellow","Ogun","Onigangan",1,2010-12-01,15.98,17
"Rice Imported","Ogun","Onigangan",1,2010-06-01,8.6,9
"Rice Imported","Ogun","Onigangan",1,2010-12-01,21.01,17
"Sorghum","Ogun","Onigangan",1,2009-12-01,21.85,1
"Sorghum","Ogun","Onigangan",1,2010-06-01,34.71,9
"Sorghum","Ogun","Onigangan",1,2010-12-01,28.01,17
"Cement Dangote","Anambra","Onitsha",3,2009-12-01,6.73,3
"Cement Dangote","Anambra","Onitsha",3,2010-06-01,3.57,11
"Cement Dangote","Anambra","Onitsha",3,2010-12-01,3.6,19
"Drink Swan Water Bottle","Anambra","Onitsha",3,2010-06-01,17.32,11
"Maize White","Anambra","Onitsha",3,2009-12-01,11.82,3
"Maize White","Anambra","Onitsha",3,2010-06-01,8.67,11
"Maize White","Anambra","Onitsha",3,2010-12-01,30.24,19
"Maize Yellow","Anambra","Onitsha",3,2009-12-01,10.16,3
"Maize Yellow","Anambra","Onitsha",3,2010-06-01,4.9,11
"Maize Yellow","Anambra","Onitsha",3,2010-12-01,30.69,19
"Rice Imported","Anambra","Onitsha",3,2009-12-01,8.74,3
"Rice Imported","Anambra","Onitsha",3,2010-06-01,2.29,11
"Rice Imported","Anambra","Onitsha",3,2010-12-01,40.01,19
"Rice Local","Anambra","Onitsha",3,2009-12-01,3.21,3
"Rice Local","Anambra","Onitsha",3,2010-06-01,3.77,11
"Rice Local","Anambra","Onitsha",3,2010-12-01,30.15,19
"Sorghum","Anambra","Onitsha",3,2009-12-01,4.67,3
"Sorghum","Anambra","Onitsha",3,2010-06-01,5.43,11
"Sorghum","Anambra","Onitsha",3,2010-12-01,31.18,19
"Drink Swan Water Bottle","Enugu","Orie Awgu-Awgu",3,2009-12-01,11.22,3
"Drink Swan Water Bottle","Enugu","Orie Awgu-Awgu",3,2010-06-01,25.32,11
"Drink Swan Water Bottle","Enugu","Orie Awgu-Awgu",3,2010-12-01,25,19
"Maize White","Enugu","Orie Awgu-Awgu",3,2010-06-01,24.4,11
"Maize Yellow","Enugu","Orie Awgu-Awgu",3,2010-06-01,31.72,11
"Rice Imported","Enugu","Orie Awgu-Awgu",3,2010-06-01,9.18,11
"Rice Imported","Enugu","Orie Awgu-Awgu",3,2010-12-01,12.82,19
"Rice Local","Enugu","Orie Awgu-Awgu",3,2010-06-01,21.48,11
"Rice Local","Enugu","Orie Awgu-Awgu",3,2010-12-01,24.94,19
"Cement Dangote","Enugu","Orie Nenwe - Aninri",3,2009-12-01,3.97,3
"Cement Dangote","Enugu","Orie Nenwe - Aninri",3,2010-06-01,2.53,11
"Cement Dangote","Enugu","Orie Nenwe - Aninri",3,2010-12-01,2.14,19
"Drink Swan Water Bottle","Enugu","Orie Nenwe - Aninri",3,2010-06-01,24.69,11
"Drink Swan Water Bottle","Enugu","Orie Nenwe - Aninri",3,2010-12-01,19.45,19
"Maize White","Enugu","Orie Nenwe - Aninri",3,2010-06-01,26.87,11
"Maize White","Enugu","Orie Nenwe - Aninri",3,2010-12-01,33.03,19
"Maize Yellow","Enugu","Orie Nenwe - Aninri",3,2010-06-01,35.28,11
"Maize Yellow","Enugu","Orie Nenwe - Aninri",3,2010-12-01,33.36,19
"Rice Local","Enugu","Orie Nenwe - Aninri",3,2010-06-01,21.37,11
"Rice Local","Enugu","Orie Nenwe - Aninri",3,2010-12-01,24.89,19
"Sorghum","Enugu","Orie Nenwe - Aninri",3,2010-06-01,16.72,11
"Sorghum","Enugu","Orie Nenwe - Aninri",3,2010-12-01,17.15,19
"Cement Dangote","Enugu","Orie Orba-Udenu",3,2009-12-01,4.03,3
"Cement Dangote","Enugu","Orie Orba-Udenu",3,2010-06-01,3.59,11
"Cement Dangote","Enugu","Orie Orba-Udenu",3,2010-12-01,2.23,19
"Drink Swan Water Bottle","Enugu","Orie Orba-Udenu",3,2009-12-01,15.5,3
"Drink Swan Water Bottle","Enugu","Orie Orba-Udenu",3,2010-06-01,26.53,11
"Drink Swan Water Bottle","Enugu","Orie Orba-Udenu",3,2010-12-01,21.82,19
"Maize White","Enugu","Orie Orba-Udenu",3,2010-06-01,26.95,11
"Maize White","Enugu","Orie Orba-Udenu",3,2010-12-01,33.09,19
"Maize Yellow","Enugu","Orie Orba-Udenu",3,2009-12-01,11.3,3
"Maize Yellow","Enugu","Orie Orba-Udenu",3,2010-06-01,40.16,11
"Maize Yellow","Enugu","Orie Orba-Udenu",3,2010-12-01,40.75,19
"Rice Imported","Enugu","Orie Orba-Udenu",3,2009-12-01,10.39,3
"Rice Imported","Enugu","Orie Orba-Udenu",3,2010-06-01,9.52,11
"Rice Imported","Enugu","Orie Orba-Udenu",3,2010-12-01,12.9,19
"Rice Local","Enugu","Orie Orba-Udenu",3,2009-12-01,21.85,3
"Sorghum","Enugu","Orie Orba-Udenu",3,2009-12-01,29.82,3
"Sorghum","Enugu","Orie Orba-Udenu",3,2010-06-01,14.69,11
"Sorghum","Enugu","Orie Orba-Udenu",3,2010-12-01,17.25,19
"Maize White","Lagos","Oshodi",1,2010-06-01,17.71,9
"Maize White","Lagos","Oshodi",1,2010-06-01,7.4,9
"Maize White","Lagos","Oshodi",1,2010-12-01,16.58,17
"Maize White","Lagos","Oshodi",1,2010-12-01,6.54,17
"Maize Yellow","Lagos","Oshodi",1,2010-06-01,17.78,9
"Maize Yellow","Lagos","Oshodi",1,2010-12-01,16.36,17
"Rice Imported","Lagos","Oshodi",1,2010-06-01,25.95,9
"Rice Imported","Lagos","Oshodi",1,2010-12-01,17.71,17
"Rice Local","Lagos","Oshodi",1,2010-06-01,23.41,9
"Rice Local","Lagos","Oshodi",1,2010-06-01,4.19,9
"Rice Local","Lagos","Oshodi",1,2010-12-01,19.82,17
"Rice Local","Lagos","Oshodi",1,2010-12-01,2.77,17
"Sorghum","Lagos","Oshodi",1,2010-06-01,27.86,9
"Sorghum","Lagos","Oshodi",1,2010-12-01,24.69,17
"Maize White","Osun","Oshogbo",1,2010-06-01,5.95,9
"Maize White","Osun","Oshogbo",1,2010-12-01,20.43,17
"Maize Yellow","Osun","Oshogbo",1,2010-06-01,4.43,9
"Maize Yellow","Osun","Oshogbo",1,2010-12-01,7.64,17
"Rice Imported","Osun","Oshogbo",1,2010-06-01,48.1,9
"Rice Imported","Osun","Oshogbo",1,2010-12-01,49.9,17
"Rice Local","Osun","Oshogbo",1,2010-06-01,68.86,9
"Rice Local","Osun","Oshogbo",1,2010-12-01,43.95,17
"Sorghum","Osun","Oshogbo",1,2010-06-01,32.88,9
"Sorghum","Osun","Oshogbo",1,2010-12-01,36.42,17
"Cement Dangote","Ogun","Osidero",1,2010-06-01,30.67,9
"Cement Dangote","Ogun","Osidero",1,2010-12-01,31.03,17
"Drink Swan Water Bottle","Ogun","Osidero",1,2010-06-01,37.64,9
"Drink Swan Water Bottle","Ogun","Osidero",1,2010-12-01,30.1,17
"Maize White","Ogun","Osidero",1,2009-12-01,7.21,1
"Maize White","Ogun","Osidero",1,2010-06-01,17.31,9
"Maize White","Ogun","Osidero",1,2010-12-01,18.17,17
"Maize Yellow","Ogun","Osidero",1,2009-12-01,1.22,1
"Maize Yellow","Ogun","Osidero",1,2010-06-01,9.07,9
"Maize Yellow","Ogun","Osidero",1,2010-12-01,16.03,17
"Rice Local","Ogun","Osidero",1,2010-06-01,18.26,9
"Rice Local","Ogun","Osidero",1,2010-12-01,31.97,17
"Sorghum","Ogun","Osidero",1,2009-12-01,1.72,1
"Sorghum","Ogun","Osidero",1,2010-06-01,36.1,9
"Sorghum","Ogun","Osidero",1,2010-12-01,27.91,17
"Cement Dangote","Benue","Otukpo",5,2009-12-01,1.98,5
"Cement Dangote","Benue","Otukpo",5,2010-06-01,4.14,13
"Drink Swan Water Bottle","Benue","Otukpo",5,2009-12-01,3.12,5
"Drink Swan Water Bottle","Benue","Otukpo",5,2010-06-01,4.48,13
"Drink Swan Water Bottle","Benue","Otukpo",5,2010-12-01,4.03,21
"Maize White","Benue","Otukpo",5,2010-06-01,21.7,13
"Maize White","Benue","Otukpo",5,2010-12-01,15.56,21
"Maize Yellow","Benue","Otukpo",5,2010-06-01,11.74,13
"Maize Yellow","Benue","Otukpo",5,2010-12-01,8.69,21
"Rice Imported","Benue","Otukpo",5,2009-12-01,12.5,5
"Rice Imported","Benue","Otukpo",5,2010-06-01,10.06,13
"Rice Imported","Benue","Otukpo",5,2010-12-01,46.8,21
"Rice Local","Benue","Otukpo",5,2009-12-01,13.53,5
"Rice Local","Benue","Otukpo",5,2010-06-01,15.19,13
"Rice Local","Benue","Otukpo",5,2010-12-01,13.67,21
"Sorghum","Benue","Otukpo",5,2009-12-01,30.73,5
"Sorghum","Benue","Otukpo",5,2010-06-01,19.2,13
"Sorghum","Benue","Otukpo",5,2010-12-01,14.03,21
"Cement Dangote","Imo","Owerri",3,2009-12-01,3.88,3
"Cement Dangote","Imo","Owerri",3,2010-06-01,4,11
"Cement Dangote","Imo","Owerri",3,2010-12-01,3.74,19
"Drink Swan Water Bottle","Imo","Owerri",3,2010-06-01,5.16,11
"Maize White","Imo","Owerri",3,2010-06-01,5.2,11
"Maize Yellow","Imo","Owerri",3,2010-06-01,40.8,11
"Rice Imported","Imo","Owerri",3,2010-06-01,20.91,11
"Rice Imported","Imo","Owerri",3,2010-12-01,16.49,19
"Rice Local","Imo","Owerri",3,2010-06-01,104.45,11
"Rice Local","Imo","Owerri",3,2010-12-01,77.82,19
"Sorghum","Imo","Owerri",3,2010-06-01,6.74,11
"Sorghum","Imo","Owerri",3,2010-12-01,11.63,19
"Cement Dangote","Ondo","Owo",1,2009-12-01,1.3,1
"Cement Dangote","Ondo","Owo",1,2010-06-01,3.47,9
"Cement Dangote","Ondo","Owo",1,2010-12-01,4.21,17
"Drink Swan Water Bottle","Ondo","Owo",1,2010-06-01,4.63,9
"Drink Swan Water Bottle","Ondo","Owo",1,2010-12-01,10.92,17
"Maize White","Ondo","Owo",1,2009-12-01,5.12,1
"Maize White","Ondo","Owo",1,2010-06-01,5.93,9
"Maize White","Ondo","Owo",1,2010-12-01,9.22,17
"Maize Yellow","Ondo","Owo",1,2009-12-01,2.14,1
"Maize Yellow","Ondo","Owo",1,2010-06-01,7.06,9
"Maize Yellow","Ondo","Owo",1,2010-12-01,7.94,17
"Rice Imported","Ondo","Owo",1,2010-06-01,5.36,9
"Rice Imported","Ondo","Owo",1,2010-12-01,4,17
"Rice Local","Ondo","Owo",1,2010-06-01,78.22,9
"Rice Local","Ondo","Owo",1,2010-12-01,53.41,17
"Sorghum","Ondo","Owo",1,2009-12-01,6.58,1
"Sorghum","Ondo","Owo",1,2010-06-01,7.85,9
"Sorghum","Ondo","Owo",1,2010-12-01,10.41,17
"Cement Dangote","Oyo","Oyo",1,2010-06-01,2.66,9
"Cement Dangote","Oyo","Oyo",1,2010-12-01,3.61,17
